task,trial,subject,video_path,start_frame,end_frame,gesture,clip_path
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,1986,2225,G15,/kaggle/working/clips/train_755.npy
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,2226,2350,G11,/kaggle/working/clips/train_756.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,37,159,G12,/kaggle/working/clips/train_757.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,160,254,G13,/kaggle/working/clips/train_758.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,255,309,G14,/kaggle/working/clips/train_759.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,310,659,G15,/kaggle/working/clips/train_760.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,660,816,G12,/kaggle/working/clips/train_761.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,817,1002,G13,/kaggle/working/clips/train_762.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,1003,1023,G14,/kaggle/working/clips/train_763.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,1024,1199,G15,/kaggle/working/clips/train_764.npy
Knot_Tying,Knot_Tying_B002,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B002_capture2.avi,1200,1260,G11,/kaggle/working/clips/train_765.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,43,131,G1,/kaggle/working/clips/train_766.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,132,288,G12,/kaggle/working/clips/train_767.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,289,357,G13,/kaggle/working/clips/train_768.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,358,441,G14,/kaggle/working/clips/train_769.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,442,602,G15,/kaggle/working/clips/train_770.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,603,673,G14,/kaggle/working/clips/train_771.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,674,779,G12,/kaggle/working/clips/train_772.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,780,838,G13,/kaggle/working/clips/train_773.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,839,896,G14,/kaggle/working/clips/train_774.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,897,1085,G15,/kaggle/working/clips/train_775.npy
Knot_Tying,Knot_Tying_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E005_capture2.avi,1086,1170,G11,/kaggle/working/clips/train_776.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,21,105,G1,/kaggle/working/clips/train_777.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,106,221,G12,/kaggle/working/clips/train_778.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,222,293,G13,/kaggle/working/clips/train_779.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,294,410,G14,/kaggle/working/clips/train_780.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,411,553,G15,/kaggle/working/clips/train_781.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,554,634,G14,/kaggle/working/clips/train_782.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,635,799,G12,/kaggle/working/clips/train_783.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,800,894,G13,/kaggle/working/clips/train_784.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,895,1007,G14,/kaggle/working/clips/train_785.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,1008,1151,G15,/kaggle/working/clips/train_786.npy
Knot_Tying,Knot_Tying_D002,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D002_capture2.avi,1152,1227,G11,/kaggle/working/clips/train_787.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,55,318,G12,/kaggle/working/clips/train_788.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,319,585,G13,/kaggle/working/clips/train_789.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,586,645,G14,/kaggle/working/clips/train_790.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,646,808,G15,/kaggle/working/clips/train_791.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,809,1268,G12,/kaggle/working/clips/train_792.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,1269,1451,G13,/kaggle/working/clips/train_793.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,1452,1539,G14,/kaggle/working/clips/train_794.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,1540,1637,G15,/kaggle/working/clips/train_795.npy
Knot_Tying,Knot_Tying_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B004_capture2.avi,1790,1820,G11,/kaggle/working/clips/train_796.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,20,83,G1,/kaggle/working/clips/train_797.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,84,223,G12,/kaggle/working/clips/train_798.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,224,309,G13,/kaggle/working/clips/train_799.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,310,385,G14,/kaggle/working/clips/train_800.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,386,530,G15,/kaggle/working/clips/train_801.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,531,594,G14,/kaggle/working/clips/train_802.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,595,703,G12,/kaggle/working/clips/train_803.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,704,772,G13,/kaggle/working/clips/train_804.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,773,860,G14,/kaggle/working/clips/train_805.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,861,1033,G15,/kaggle/working/clips/train_806.npy
Knot_Tying,Knot_Tying_D005,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D005_capture2.avi,1034,1117,G11,/kaggle/working/clips/train_807.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,1,91,G1,/kaggle/working/clips/train_808.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,92,254,G12,/kaggle/working/clips/train_809.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,255,416,G13,/kaggle/working/clips/train_810.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,417,485,G14,/kaggle/working/clips/train_811.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,486,1050,G15,/kaggle/working/clips/train_812.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,1051,1189,G14,/kaggle/working/clips/train_813.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,1190,1867,G12,/kaggle/working/clips/train_814.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,1868,2122,G13,/kaggle/working/clips/train_815.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,2123,2254,G14,/kaggle/working/clips/train_816.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,2255,2498,G15,/kaggle/working/clips/train_817.npy
Knot_Tying,Knot_Tying_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I005_capture2.avi,2499,2612,G11,/kaggle/working/clips/train_818.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,37,134,G12,/kaggle/working/clips/train_819.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,135,160,G13,/kaggle/working/clips/train_820.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,161,327,G14,/kaggle/working/clips/train_821.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,328,609,G15,/kaggle/working/clips/train_822.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,610,887,G12,/kaggle/working/clips/train_823.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,888,934,G13,/kaggle/working/clips/train_824.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,935,999,G14,/kaggle/working/clips/train_825.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,1000,1139,G15,/kaggle/working/clips/train_826.npy
Knot_Tying,Knot_Tying_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C001_capture2.avi,1140,1227,G11,/kaggle/working/clips/train_827.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,20,92,G1,/kaggle/working/clips/train_828.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,93,201,G12,/kaggle/working/clips/train_829.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,202,244,G13,/kaggle/working/clips/train_830.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,245,439,G14,/kaggle/working/clips/train_831.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,440,601,G15,/kaggle/working/clips/train_832.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,602,638,G14,/kaggle/working/clips/train_833.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,639,785,G12,/kaggle/working/clips/train_834.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,786,827,G13,/kaggle/working/clips/train_835.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,828,870,G14,/kaggle/working/clips/train_836.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,871,982,G15,/kaggle/working/clips/train_837.npy
Knot_Tying,Knot_Tying_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C005_capture2.avi,983,1037,G11,/kaggle/working/clips/train_838.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,1,42,G12,/kaggle/working/clips/train_839.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,43,113,G13,/kaggle/working/clips/train_840.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,114,400,G14,/kaggle/working/clips/train_841.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,401,602,G15,/kaggle/working/clips/train_842.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,603,682,G14,/kaggle/working/clips/train_843.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,683,891,G12,/kaggle/working/clips/train_844.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,892,1132,G13,/kaggle/working/clips/train_845.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,1133,1291,G14,/kaggle/working/clips/train_846.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,1292,1730,G15,/kaggle/working/clips/train_847.npy
Knot_Tying,Knot_Tying_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F004_capture2.avi,1731,1792,G11,/kaggle/working/clips/train_848.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,1,103,G1,/kaggle/working/clips/train_849.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,104,260,G12,/kaggle/working/clips/train_850.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,261,418,G13,/kaggle/working/clips/train_851.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,419,492,G14,/kaggle/working/clips/train_852.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,493,738,G15,/kaggle/working/clips/train_853.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,739,863,G14,/kaggle/working/clips/train_854.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,864,1204,G12,/kaggle/working/clips/train_855.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,1205,1399,G13,/kaggle/working/clips/train_856.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,1400,1657,G14,/kaggle/working/clips/train_857.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,1658,1851,G15,/kaggle/working/clips/train_858.npy
Knot_Tying,Knot_Tying_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I003_capture2.avi,1852,1975,G11,/kaggle/working/clips/train_859.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,28,109,G1,/kaggle/working/clips/train_860.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,110,216,G12,/kaggle/working/clips/train_861.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,217,262,G13,/kaggle/working/clips/train_862.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,263,313,G14,/kaggle/working/clips/train_863.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,314,411,G15,/kaggle/working/clips/train_864.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,412,488,G14,/kaggle/working/clips/train_865.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,489,610,G12,/kaggle/working/clips/train_866.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,611,686,G13,/kaggle/working/clips/train_867.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,687,765,G14,/kaggle/working/clips/train_868.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,766,859,G15,/kaggle/working/clips/train_869.npy
Knot_Tying,Knot_Tying_D004,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D004_capture2.avi,860,936,G11,/kaggle/working/clips/train_870.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,1,52,G12,/kaggle/working/clips/train_871.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,53,129,G13,/kaggle/working/clips/train_872.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,130,238,G14,/kaggle/working/clips/train_873.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,239,400,G15,/kaggle/working/clips/train_874.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,401,462,G14,/kaggle/working/clips/train_875.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,463,540,G12,/kaggle/working/clips/train_876.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,541,597,G13,/kaggle/working/clips/train_877.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,598,651,G14,/kaggle/working/clips/train_878.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,652,919,G15,/kaggle/working/clips/train_879.npy
Knot_Tying,Knot_Tying_F002,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F002_capture2.avi,920,984,G11,/kaggle/working/clips/train_880.npy
Needle_Passing,Needle_Passing_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E004_capture2.avi,73,213,G1,/kaggle/working/clips/train_881.npy
