task,trial,subject,video_path,start_frame,end_frame,gesture
Knot_Tying,Knot_Tying_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E003_capture2.avi,976,1054,G13
Knot_Tying,Knot_Tying_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E003_capture2.avi,1055,1101,G14
Knot_Tying,Knot_Tying_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E003_capture2.avi,1102,1249,G15
Knot_Tying,Knot_Tying_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E003_capture2.avi,1250,1360,G11
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,182,245,G15
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,246,523,G12
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,524,608,G13
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,609,654,G14
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,655,1302,G15
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,1303,1419,G12
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,1420,1520,G13
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,1521,1567,G14
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,1568,2218,G15
Knot_Tying,Knot_Tying_G001,G,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_G001_capture2.avi,2219,2310,G11
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,8,132,G12
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,133,230,G13
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,231,313,G14
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,314,743,G15
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,744,843,G12
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,844,954,G13
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,955,1107,G14
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,1108,1286,G15
Knot_Tying,Knot_Tying_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B003_capture2.avi,1287,1355,G11
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,1,34,G12
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,35,86,G13
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,87,133,G14
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,134,354,G15
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,355,415,G14
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,416,477,G12
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,478,591,G13
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,592,709,G14
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,710,841,G15
Knot_Tying,Knot_Tying_F001,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_F001_capture2.avi,842,896,G11
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,20,94,G1
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,95,248,G12
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,249,441,G13
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,442,1270,G14
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1271,1449,G15
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1450,1524,G14
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1525,1699,G12
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1700,1852,G13
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1853,1947,G14
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,1948,2085,G15
Knot_Tying,Knot_Tying_I001,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I001_capture2.avi,2086,2245,G11
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,41,170,G1
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,171,237,G12
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,238,310,G13
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,311,624,G14
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,625,734,G15
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,735,831,G14
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,832,989,G12
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,990,1120,G13
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,1121,1174,G14
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,1175,1276,G15
Knot_Tying,Knot_Tying_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D001_capture2.avi,1277,1348,G11
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,60,123,G1
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,124,265,G12
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,266,361,G13
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,362,429,G14
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,430,640,G15
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,641,785,G14
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,786,933,G12
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,934,1018,G13
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,1019,1093,G14
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,1094,1265,G15
Knot_Tying,Knot_Tying_E004,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E004_capture2.avi,1266,1363,G11
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,25,93,G1
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,94,211,G12
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,212,300,G13
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,301,359,G14
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,360,479,G15
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,480,551,G14
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,552,729,G12
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,730,1012,G13
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,1013,1060,G14
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,1061,1151,G15
Knot_Tying,Knot_Tying_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_D003_capture2.avi,1152,1220,G11
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,1,61,G1
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,62,185,G12
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,186,221,G13
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,222,270,G14
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,271,440,G15
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,441,516,G14
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,517,638,G12
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,639,676,G13
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,677,734,G14
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,735,943,G15
Knot_Tying,Knot_Tying_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C003_capture2.avi,944,1045,G11
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,1,40,G1
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,41,261,G12
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,262,372,G13
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,373,458,G14
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,459,615,G15
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,616,890,G14
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,891,971,G13
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,972,1060,G14
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,1061,1219,G15
Knot_Tying,Knot_Tying_H004,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H004_capture2.avi,1220,1300,G11
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,139,369,G12
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,370,520,G13
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,521,589,G14
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,590,732,G15
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,733,841,G14
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,842,955,G12
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,956,1027,G13
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,1028,1104,G14
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,1105,1434,G15
Knot_Tying,Knot_Tying_E001,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E001_capture2.avi,1435,1550,G11
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,193,339,G13
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,340,670,G14
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,671,861,G15
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,862,1057,G14
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,1058,1148,G13
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,1149,1305,G14
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,1306,1469,G15
Knot_Tying,Knot_Tying_H003,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_H003_capture2.avi,1470,1570,G11
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,28,82,G1
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,83,183,G12
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,184,211,G13
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,212,259,G14
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,260,384,G15
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,385,633,G12
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,634,676,G13
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,677,736,G14
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,737,849,G15
Knot_Tying,Knot_Tying_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_C002_capture2.avi,850,1000,G11
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,40,135,G1
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,136,270,G12
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,271,368,G13
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,369,434,G14
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,435,614,G15
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,615,717,G14
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,718,844,G12
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,845,956,G13
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,957,1010,G14
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,1011,1157,G15
Knot_Tying,Knot_Tying_E002,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_E002_capture2.avi,1158,1257,G11
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,45,85,G12
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,86,185,G13
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,186,291,G13
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,292,369,G14
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,370,783,G15
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,784,1259,G12
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,1260,1329,G13
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,1330,1487,G14
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,1488,1626,G15
Knot_Tying,Knot_Tying_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_B001_capture2.avi,1627,1735,G11
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,6,114,G1
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,115,423,G12
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,424,713,G13
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,714,806,G14
Knot_Tying,Knot_Tying_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Knot_Tying/Knot_Tying/video/Knot_Tying_I002_capture2.avi,807,1364,G15
